id,idade,genero,cor_raca_etnia,pcd,vive_no_brasil,estado_onde_mora,uf_onde_mora,regiao_onde_mora,regiao_de_origem,nivel_ensino,area_de_formacao,situacao_atual_de_trabalho,setor,gestor,cargo_como_gestor,cargo_atual,nivel_senioridade,faixa_salarial,anos_experiencia_na_area_dados,anos_experiencia_anterior_ti,linguagens_no_trabalho,linguagem_preferida,bancos_de_dados_no_trabalho,cloud_no_trabalho,cloud_preferida
zo32gslsg5fpzrmyyzo3iugkt9k3e5ac,30,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Outra Opção,FALSE,,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,Python,SQL SERVER,Servidores On Premise/Não utilizamos Cloud,Azure (Microsoft)
zniixpuj2lt568hpkyfznib1sdp1c0sz,34,Feminino,Parda,Não,TRUE,Distrito Federal (DF),DF,Centro-oeste,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 1 a 2 anos,,,,,
znhzqtstcfhf1jnm7bvlt0znhzqt2ukv,33,Masculino,Prefiro não informar,Não,TRUE,Ceará (CE),CE,Nordeste,,Graduação/Bacharelado,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,Python,"Google BigQuery, MongoDB, PostgreSQL",Google Cloud (GCP),Google Cloud (GCP)
znh0j63tydaw5ifzmx2znh0j1if9sfho,28,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 5 a 6 anos,"SQL, Python",Python,"Google BigQuery, MySQL","Amazon Web Services (AWS), Google Cloud (GCP)",Não sei opinar
zn15jvip4y1jzn178ztl585aykvs5k2p,34,Masculino,Preta,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,de 5 a 6 anos,"SQL, Python",Python,"Amazon Redshift, SQL SERVER, Oracle",Amazon Web Services (AWS),Amazon Web Services (AWS)
zmm7utr1yntldvbg4zmm7fu3heuglxoz,31,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,"Python, Visual Basic/VBA",Python,SQL SERVER,Amazon Web Services (AWS),Não sei opinar
zmhx7nttzdlnke4zm5reus6tew2rqj76,30,Feminino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,"Databricks, Google BigQuery",Google Cloud (GCP),Não sei opinar
zm98ybt238rv9zkra59qzm98ybtkpdr2,39,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"SQL SERVER, Oracle, S3, SQLite, Amazon Athena, Hive","Amazon Web Services (AWS), Azure (Microsoft)",Azure (Microsoft)
zm7o5yquakof0j6zm7vh3o0letznhdvh,26,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Mestrado,Ciências Sociais,Somente Estudante (pós-graduação),,,,,,,,,,,,,
zm002vpc4t279hpdfzm002v95mmlvkq2,39,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Setor Alimentício,TRUE,Gerente/Head,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 5 a 6 anos,,,,,
zk541gdfp38zk51rs6k2q3pp6fytz2l9,31,Masculino,Parda,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,FALSE,,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 5 a 6 anos,"SQL, Python",Python,"S3, Amazon Redshift, Amazon Athena, MySQL, Amazon Aurora ou RDS",Amazon Web Services (AWS),Amazon Web Services (AWS)
zk0gb0ne7c82of94h08mqzk0gb0sd59h,,Masculino,Preta,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,Não utilizo nenhuma das linguagens listadas,Python,Oracle,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS)
zjpwdztcnxrvtingrzh8rk0obyzjpwdz,38,Masculino,Parda,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Menos de 1 ano,"Python, Visual Basic/VBA",Python,"Google BigQuery, SAP HANA","Azure (Microsoft), Google Cloud (GCP)",Azure (Microsoft)
zjmg0dwnz7foz9zjdeqaxusoa6lb7mbe,48,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,TRUE,Team Leader/Tech Leader,,,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 6 anos,Mais de 10 anos,,,,,
ziuj0xffswuazpmjpri1ziujubtris2n,28,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 7 a 10 anos,"SQL, Python, Scala",Python,"MySQL, Amazon Redshift, MariaDB, S3, Elaticsearch, SQLite",Amazon Web Services (AWS),Não sei opinar
zit1fhmwhombzi6s3s448ky0pqhjgga6,27,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,FALSE,,Outra Opção,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,NENHUM,NENHUM,Não sei opinar
zhz5wq486mcgh5hh5zizhz5wh3nno3rp,26,Feminino,Branca,Sim,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,"PostgreSQL, Snowflake, Dremio",Amazon Web Services (AWS),Amazon Web Services (AWS)
zhx9qtqt5wlcu2mw0zhx9rgn8m6ipjju,33,Masculino,Parda,Não,TRUE,Mato Grosso (MT),MT,Centro-oeste,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 4 a 6 anos,de 5 a 6 anos,SQL,Python,"PostgreSQL, SQL SERVER, Google BigQuery, MySQL, Cassandra, Databricks",Azure (Microsoft),Não sei opinar
zhvf8eozlk04z4jm7tzhvf0pwsigwumx,28,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",Python,Amazon Athena,Amazon Web Services (AWS),Não sei opinar
zhso0sabcnxcjh79rzhsoidyowk23b8h,39,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,TRUE,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,Acima de R$ 40.001/mês,Mais de 10 anos,Mais de 10 anos,,,,,
zhccc4tprxtzit2wfmkqtcnx7o49ekbi,31,Feminino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Entretenimento ou Esportes,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Menos de 1 ano,"SQL, Python",Python,"SQL SERVER, Databricks, S3, MongoDB",Azure (Microsoft),Azure (Microsoft)
zgzg3oj3133trfhka2zgzg3ode54jyg6,25,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,Centro-oeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,interno,Cloud Própria,Amazon Web Services (AWS)
zguo6vbcbj53swqvmeplnzgdytmzd1ra,43,Masculino,Branca,Não,TRUE,Bahia (BA),BA,Nordeste,Nordeste,Doutorado ou Phd,Química / Física,Servidor Público,Educação,TRUE,Team Leader/Tech Leader,,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
zgsa1r6fzb952mile7q5lzgsa1rnw71u,35,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 6 anos,Menos de 1 ano,"SQL, R, Python",R,"Hive, Presto","Amazon Web Services (AWS), Google Cloud (GCP), Servidores On Premise/Não utilizamos Cloud",Amazon Web Services (AWS)
zgomrwhvcqs04v4azgomhg4fa6f148gu,44,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Ciências Sociais,Empregado (CLT),Internet/Ecommerce,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,"SQL, Java",Python,"MySQL, Google BigQuery, Elaticsearch","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP)
zgksbxk1mijcwexer5g8zgksbbqgt2nh,31,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,de 3 a 4 anos,,,,,
zg8angrbb8ibfxzg8anggldov3qxqkte,43,Masculino,Branca,Não,TRUE,,,Norte,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,TRUE,Supervisor/Coordenador,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
zfuwue3jsdjszfuqtdhuf7nzxvas9m71,34,Masculino,Indígena,Não,TRUE,Santa Catarina (SC),SC,Sul,Norte,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Mais de 10 anos,SQL,Python,"PostgreSQL, SQL SERVER",Amazon Web Services (AWS),Amazon Web Services (AWS)
zfpttoq1n07x63rqynozfptevfzlh6as,32,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",Python,Google BigQuery,Google Cloud (GCP),Não sei opinar
zfnykoirgbvev5zsig78zfnykoirtcu2,48,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Mais de 10 anos,"SQL, Python, C/C++/C#, .NET",Python,"SQL SERVER, Sybase, Oracle, Databricks",Azure (Microsoft),Azure (Microsoft)
zfeuk2m9jozahicujlla8zfeuk2g7apj,29,Feminino,Amarela,Não,TRUE,Paraná (PR),PR,Sul,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Somente Estudante (pós-graduação),,,,,,,,,,,,,
zehbwpq0cu27mcdfzehbwumsktj37ut5,33,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Menos de 1 ano,"SQL, JavaScript",Python,"S3, MySQL, SQL SERVER, Databricks, Oracle, Snowflake, Amazon Athena, DB2, SAP HANA, Google BigQuery",SAP Business Technology Platform,Não sei opinar
ze8vowc5usprrw7hnnhze8vow9xt3ap1,33,Feminino,Branca,Sim,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Databricks, S3",Amazon Web Services (AWS),Google Cloud (GCP)
ze456e6jx9450sr21wze456efdynob5p,26,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Databricks, SAP HANA",Azure (Microsoft),Amazon Web Services (AWS)
ze0pd6gjldhip1dkoijqvh9ze0pd6gk0,50,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,TRUE,Supervisor/Coordenador,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Mais de 10 anos,,,,,
ze0flpuodrwpzwayraze0flpiys7xgge,28,Feminino,Parda,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,de 3 a 4 anos,"Python, SQL",Python,"Amazon Athena, S3, Databricks","Azure (Microsoft), Amazon Web Services (AWS)",Amazon Web Services (AWS)
zdfl92yeveayf0es8fanzdfl92r0nmod,22,Masculino,Parda,Não,TRUE,Espírito Santo (ES),ES,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,"Python, SQL",Python,"Oracle, Snowflake","Amazon Web Services (AWS), Servidores On Premise/Não utilizamos Cloud",Amazon Web Services (AWS)
zddsl7xfyvz34uacz2zdd013egv0j9gh,31,Feminino,Parda,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Indústria,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP)
zd9plqpv81ejykezd9p3hg3jbmr7ayag,37,Feminino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Outras Engenharias,Estagiário,Área de Consultoria,FALSE,,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,"SQLite, MySQL, PostgreSQL",Servidores On Premise/Não utilizamos Cloud,Azure (Microsoft)
zd5s6bcf9okqqtf5ywvzd5s65btae7ki,30,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Mestrado,Química / Física,Empregado (CLT),Área de Consultoria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,"S3, Amazon Redshift, MySQL, Amazon Athena, SQL SERVER, PostgreSQL",Amazon Web Services (AWS),Não sei opinar
zc6ydze9dl57nwzc6yds1v5rh1dwplgs,36,Feminino,Preta,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,FALSE,,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,SAP HANA,SAP,Google Cloud (GCP)
zc1pt7pxbnhsftxwf5zc1pt499f4selu,,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Freelancer,Setor Imobiliário/ Construção Civil,FALSE,,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Menos de 1 ano,Não utilizo nenhuma das linguagens listadas,Python,"MySQL, Firebase",Google Cloud (GCP),Não sei opinar
zbukfwxvpwlk6loglm0zbukfwx6bvyb6,40,Masculino,Amarela,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Mais de 10 anos,SQL,Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP)
zbsz2cgproetulzbsp57pmrkxld850ba,51,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,Bases Excel e csv extraídas direto no site,Nenhuma,Azure (Microsoft)
zbk8swy4cts4zdic0zbk8swrk72dn97r,27,Masculino,Parda,Não,TRUE,Pernambuco (PE),PE,Nordeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Área de Consultoria,TRUE,Team Leader/Tech Leader,,,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,,,,,
zbic84jnfynrbugtzgzbic84xmgsqzqn,29,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Menos de 1 ano,"SQL, Python",Python,Metabase,Nenhuma,Não sei opinar
zbe3dq9lvo5o0m12apzbe3d98y232g30,32,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Mais de 10 anos,,,,,
zb5p34cderno1uhbpb54xjzb5px53s90,29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,de 3 a 4 anos,"SQL, Python",Python,"Google BigQuery, PostgreSQL, SQLite, SQL SERVER, MySQL, MongoDB",Google Cloud (GCP),Azure (Microsoft)
zavn13wn5lg1x7zb9vf7x0fdx1uhtop3,24,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Setor Automotivo,TRUE,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
zana7qsunzsany01mqgvzana7qqghw5y,31,Feminino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Somente Estudante (pós-graduação),,,,,,,,,,,,,
